"","features","scores","Residue.type","kingdom","phylum","class","order","family","genus","species","taxon"
"12","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|",-2.74297660962075,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium",NA,"g__Bradyrhizobium"
"312","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|",-2.64287394037607,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium",NA,"g__Bradyrhizobium"
"405","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|",2.09720852346941,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium",NA,"g__Bradyrhizobium"
"1100","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|",3.00482868884679,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium",NA,"g__Bradyrhizobium"
"16","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Pseudolabrys|",-2.6695420484327,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Pseudolabrys",NA,"g__Pseudolabrys"
"712","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Pseudolabrys|",-2.63075347641002,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Pseudolabrys",NA,"g__Pseudolabrys"
"1116","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Pseudolabrys|",3.19887033768913,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Pseudolabrys",NA,"g__Pseudolabrys"
"24","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Rhodoplanes|",-2.55327602464554,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Rhodoplanes",NA,"g__Rhodoplanes"
"1107","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Rhodoplanes|",3.05297741733782,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Rhodoplanes",NA,"g__Rhodoplanes"
"18","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|",-2.63786481062166,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae",NA,NA,"f__Bradyrhizobiaceae"
"1110","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|",3.09924116646628,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae",NA,NA,"f__Bradyrhizobiaceae"
"464","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae|g__Devosia|",2.31348881948013,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Devosiaceae","g__Devosia",NA,"g__Devosia"
"271","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae|g__Devosia|",-2.12581098479926,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Devosiaceae","g__Devosia",NA,"g__Devosia"
"332","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae|g__Devosia|",-2.23094483740837,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Devosiaceae","g__Devosia",NA,"g__Devosia"
"46","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|",-2.39312249891708,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Hyphomicrobium",NA,"g__Hyphomicrobium"
"192","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|",-2.33144308032198,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Hyphomicrobium",NA,"g__Hyphomicrobium"
"1082","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|",2.8132215546161,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Hyphomicrobium",NA,"g__Hyphomicrobium"
"62","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Methyloceanibacter|",-2.18502368948349,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Methyloceanibacter",NA,"g__Methyloceanibacter"
"272","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Methyloceanibacter|",-2.1356789928737,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Methyloceanibacter",NA,"g__Methyloceanibacter"
"1066","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Methyloceanibacter|",2.65503673950818,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Methyloceanibacter",NA,"g__Methyloceanibacter"
"23","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Methyloligella|",-2.57486285905193,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Methyloligella",NA,"g__Methyloligella"
"711","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Methyloligella|",-2.54611833685004,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Methyloligella",NA,"g__Methyloligella"
"1109","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Methyloligella|",3.05729055656231,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Methyloligella",NA,"g__Methyloligella"
"37","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Pedomicrobium|",-2.4689814136705,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Pedomicrobium",NA,"g__Pedomicrobium"
"142","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Pedomicrobium|",-2.3936025801494,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Pedomicrobium",NA,"g__Pedomicrobium"
"1086","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Pedomicrobium|",2.85883455817984,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Pedomicrobium",NA,"g__Pedomicrobium"
"984","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Rhodomicrobium|",2.0589582299602,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Rhodomicrobium",NA,"g__Rhodomicrobium"
"55","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|",-2.27395926653075,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae",NA,NA,"f__Hyphomicrobiaceae"
"222","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|",-2.24154255031136,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae",NA,NA,"f__Hyphomicrobiaceae"
"1078","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|",2.75779825353499,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae",NA,NA,"f__Hyphomicrobiaceae"
"471","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Microvirga|",2.58819302307943,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylobacteriaceae","g__Microvirga",NA,"g__Microvirga"
"201","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Microvirga|",-2.29367303032011,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylobacteriaceae","g__Microvirga",NA,"g__Microvirga"
"415","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|",2.41022360860974,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Phyllobacteriaceae","g__Mesorhizobium",NA,"g__Mesorhizobium"
"323","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|",-2.23595137768499,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Phyllobacteriaceae","g__Mesorhizobium",NA,"g__Mesorhizobium"
"424","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|",3.02168025820971,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Rhizobium",NA,"g__Rhizobium"
"103","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|",-2.90346633451027,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Rhizobium",NA,"g__Rhizobium"
"411","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Shinella|",2.21707255691001,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Shinella",NA,"g__Shinella"
"431","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Shinella|",-2.15404238728334,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Shinella",NA,"g__Shinella"
"7","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|",-2.83962532013295,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales",NA,NA,NA,"o__Rhizobiales"
"212","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|",-2.7538941062773,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales",NA,NA,NA,"o__Rhizobiales"
"1118","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|",3.25914431832489,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales",NA,NA,NA,"o__Rhizobiales"
"79","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|",-2.04930858617397,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae",NA,NA,"f__Acetobacteraceae"
"1051","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|",2.47242755173506,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae",NA,NA,"f__Acetobacteraceae"
"84","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae|g__Skermanella|",-2.02167341073519,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Azospirillaceae","g__Skermanella",NA,"g__Skermanella"
"1034","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae|g__Skermanella|",2.34804505433944,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Azospirillaceae","g__Skermanella",NA,"g__Skermanella"
"985","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae|",2.0604759331185,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Azospirillaceae",NA,NA,"f__Azospirillaceae"
"57","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Reyranellaceae|g__Reyranella|",-2.21729802748364,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Reyranellaceae","g__Reyranella",NA,"g__Reyranella"
"341","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Reyranellaceae|g__Reyranella|",-2.0535883365589,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Reyranellaceae","g__Reyranella",NA,"g__Reyranella"
"1044","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Reyranellaceae|g__Reyranella|",2.4007153928044,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Reyranellaceae","g__Reyranella",NA,"g__Reyranella"
"44","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Dongia|",-2.40238223135508,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Dongia",NA,"g__Dongia"
"172","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Dongia|",-2.33423358034265,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Dongia",NA,"g__Dongia"
"422","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Dongia|",2.74283615227819,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Dongia",NA,"g__Dongia"
"404","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Inquilinus|",2.09200003076111,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Inquilinus",NA,"g__Inquilinus"
"76","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|",-2.09369419458598,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae"
"408","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|",2.1689992334148,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae"
"992","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|",2.10120707492415,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae"
"20","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|",-2.61804806268237,"No residue","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales",NA,NA,NA,"o__Rhodospirillales"
"611","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|",-2.55246858456787,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales",NA,NA,NA,"o__Rhodospirillales"
"1108","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|",3.054460639895,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales",NA,NA,NA,"o__Rhodospirillales"
"461","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Novosphingobium|",2.23728263501993,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Erythrobacteraceae","g__Novosphingobium",NA,"g__Novosphingobium"
"407","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomicrobium|",2.12872973604751,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomicrobium",NA,"g__Sphingomicrobium"
"210","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|",-2.51630755201635,"Wheat","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas",NA,"g__Sphingomonas"
"468","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|",2.4149082559762,"Clover","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas",NA,"g__Sphingomonas"
"1036","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|",2.36602126235793,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria",NA,NA,NA,NA,"c__Alphaproteobacteria"
"413","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Caballeronia|",2.32037385344492,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Caballeronia",NA,"g__Caballeronia"
"4510","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Caballeronia|",-2.12041337364274,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Caballeronia",NA,"g__Caballeronia"
"591","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|",2.65017089970613,"No residue","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Cupriavidus",NA,"g__Cupriavidus"
"482","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|",2.99447870522777,"Clover","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Cupriavidus",NA,"g__Cupriavidus"
"1011","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|",-2.48271729656949,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Cupriavidus",NA,"g__Cupriavidus"
"513","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|",-3.12641480935374,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Cupriavidus",NA,"g__Cupriavidus"
"417","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|",2.43230541706503,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Paraburkholderia",NA,"g__Paraburkholderia"
"973","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Piscinibacter|",2.01914876528247,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Piscinibacter",NA,"g__Piscinibacter"
"253","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ramlibacter|",2.35884287553422,"Wheat","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Ramlibacter",NA,"g__Ramlibacter"
"465","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ramlibacter|",2.31791659149019,"Clover","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Ramlibacter",NA,"g__Ramlibacter"
"1211","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ramlibacter|",-2.42010987978259,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Ramlibacter",NA,"g__Ramlibacter"
"223","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ramlibacter|",-2.42490905981322,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Ramlibacter",NA,"g__Ramlibacter"
"249","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|",2.12882406354007,"Wheat","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Variovorax",NA,"g__Variovorax"
"4101","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|",2.21231296554092,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Variovorax",NA,"g__Variovorax"
"263","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|",-2.38770965297833,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Variovorax",NA,"g__Variovorax"
"1027","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|",2.30421344753805,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA,"f__Comamonadaceae"
"491","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|",-2.01174511957819,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Pseudoduganella",NA,"g__Pseudoduganella"
"36","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|",-2.47735865954406,"No residue","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales",NA,NA,NA,"o__Burkholderiales"
"1099","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|",2.96696848990473,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales",NA,NA,NA,"o__Burkholderiales"
"991","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|",2.09895031565819,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Nitrosomonadales","f__Gallionellaceae",NA,NA,"f__Gallionellaceae"
"111","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|",-2.04040252204447,"Wheat","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Nitrosomonadales","f__Nitrosomonadaceae","g__Nitrosospira",NA,"g__Nitrosospira"
"449","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|",2.0349614009417,"Clover","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Nitrosomonadales","f__Nitrosomonadaceae","g__Nitrosospira",NA,"g__Nitrosospira"
"241","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|",-2.15566684251227,"Wheat-clover mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Nitrosomonadales","f__Nitrosomonadaceae","g__Nitrosospira",NA,"g__Nitrosospira"
"974","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|",2.02146089034626,"Five-speices mix","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Nitrosomonadales","f__Nitrosomonadaceae","g__Nitrosospira",NA,"g__Nitrosospira"
